serie,code_amc,ano,value
PIBI,8056,1959,40562.3442290339
PIBI,8056,1970,22385.4947616935
PIBI,8056,1975,49164.6884078027
PIBI,8056,1980,22537.3189423781
PIBI,8056,1985,4998.5601397988
PIBI,8056,1996,585.5798975153
PIBI,8056,1999,6231.3699971261
PIBI,8056,2000,6266.541814503
PIBI,8056,2001,5585.5870551574
PIBI,8056,2002,3992.2226837814
PIBI,8056,2003,4251.6875822581
PIBI,8056,2004,5762.5355162328
PIBI,8056,2005,6796.0596759464
PIBI,8056,2006,7234.4135560581
PIBI,8056,2007,9153.2160630692
PIBI,8056,2008,10872.8688036238
PIBI,8056,2009,11015.811174935758
PIBI,8056,2010,10972
PIBI,8056,2011,14812.784833453752
PIBI,8056,2012,14739.681080314553
PIBI,8056,2013,14433.916696773089
PIBI,8056,2014,9763.19895917256
PIBI,8056,2015,8239.106107845153
PIBI,8056,2016,6942.065280400025
PIBI,8056,2017,8315.968819681568
PIBI,8056,2018,8421.57000450213
PIBI,8056,2019,10507.514341626165
PIBI,8056,2020,10610.723295360085
PIBI,8056,2021,11614.165356456457
PIBI,8057,1970,733.8940635357
PIBI,8057,1975,6330.5014579761
PIBI,8057,1980,1963.6690014605
PIBI,8057,1985,1403.0898839342
PIBI,8057,1996,69.3439187059
PIBI,8057,1999,2545.0971949801
PIBI,8057,2000,2517.6515978814
PIBI,8057,2001,2192.5738579083
PIBI,8057,2002,1971.0299481382
PIBI,8057,2003,1059.6320462071
PIBI,8057,2004,1148.2083319597
PIBI,8057,2005,4481.8876673101
PIBI,8057,2006,1716.1460033801
PIBI,8057,2007,1486.1846558098
PIBI,8057,2008,1748.8521411684
PIBI,8057,2009,2585.8966193131673
PIBI,8057,2010,30144
PIBI,8057,2011,3228.4392996315223
PIBI,8057,2012,3121.726583680406
PIBI,8057,2013,2344.526952840781
PIBI,8057,2014,2730.8925233741456
PIBI,8057,2015,2346.0947224020533
PIBI,8057,2016,2082.0486384239134
PIBI,8057,2017,2093.372283453322
PIBI,8057,2018,1933.6641509537606
PIBI,8057,2019,2573.922421206859
PIBI,8057,2020,2223.782163756274
PIBI,8057,2021,1879.3661465069815
PIBI,8058,1959,1036.4614023769
PIBI,8058,1970,3871.7785186166
PIBI,8058,1975,6166.7955121635
PIBI,8058,1980,6053.4098673141
PIBI,8058,1985,7325.9117202212
PIBI,8058,1996,360.2285767194
PIBI,8058,1999,8085.6969185883
PIBI,8058,2000,9828.715999738
PIBI,8058,2001,8449.4592003829
PIBI,8058,2002,4636.4929712467
PIBI,8058,2003,3438.3708825768
PIBI,8058,2004,3864.1083019731
PIBI,8058,2005,4463.9159569234
PIBI,8058,2006,5001.8622509472
PIBI,8058,2007,4372.5491883478
PIBI,8058,2008,5297.9587902072
PIBI,8058,2009,4831.343956251351
PIBI,8058,2010,4496
PIBI,8058,2011,6394.100826207585
PIBI,8058,2012,7392.077496643767
PIBI,8058,2013,5977.071936441394
PIBI,8058,2014,3900.8535017834906
PIBI,8058,2015,4883.525436487876
PIBI,8058,2016,5237.475185505127
PIBI,8058,2017,5835.864211427749
PIBI,8058,2018,6555.250304596122
PIBI,8058,2019,7732.442776827939
PIBI,8058,2020,7193.25455010958
PIBI,8058,2021,6416.266190695097
PIBI,8059,1970,204.6375432277
PIBI,8059,1975,367.5982972041
PIBI,8059,1980,816.3784611533
PIBI,8059,1985,1432.9180627807
PIBI,8059,1996,268.8086665917
PIBI,8059,1999,1399.570778332
PIBI,8059,2000,1607.6098827427
PIBI,8059,2001,1577.8885756842
PIBI,8059,2002,866.1415979259
PIBI,8059,2003,425.2152149117
PIBI,8059,2004,485.4128402735
PIBI,8059,2005,769.8764850996
PIBI,8059,2006,872.4977872342
PIBI,8059,2007,1049.7805200646
PIBI,8059,2008,1877.3987814243
PIBI,8059,2009,1332.522828149217
PIBI,8059,2010,1875
PIBI,8059,2011,1210.318536407471
PIBI,8059,2012,1301.7172220168707
PIBI,8059,2013,1313.4760770750356
PIBI,8059,2014,1261.4333373770364
PIBI,8059,2015,1228.9394161194036
PIBI,8059,2016,1549.1659887358915
PIBI,8059,2017,1357.8465644498453
PIBI,8059,2018,1192.2895855063164
PIBI,8059,2019,1492.8862416823017
PIBI,8059,2020,1507.6757574398848
PIBI,8059,2021,1039.1130258630255
PIBI,8060,1970,21.9495789296
PIBI,8060,1975,897.4411162704
PIBI,8060,1980,232.9127897407
PIBI,8060,1985,224.201250403
PIBI,8060,1996,49.3127444216
PIBI,8060,1999,1045.7033510861
PIBI,8060,2000,1057.660952295
PIBI,8060,2001,1053.7348747226
PIBI,8060,2002,419.9293074816
PIBI,8060,2003,268.2099329871
PIBI,8060,2004,293.9631405381
PIBI,8060,2005,362.8159502582
PIBI,8060,2006,519.242434428
PIBI,8060,2007,488.6940086406
PIBI,8060,2008,513.4035062723
PIBI,8060,2009,678.7300979832464
PIBI,8060,2010,641
PIBI,8060,2011,626.8545280096664
PIBI,8060,2012,548.2265041477096
PIBI,8060,2013,554.5080713030284
PIBI,8060,2014,520.0646215501818
PIBI,8060,2015,614.4697080597018
PIBI,8060,2016,694.0162128079711
PIBI,8060,2017,586.2176695551834
PIBI,8060,2018,723.2208438606585
PIBI,8060,2019,883.8201197464285
PIBI,8060,2020,797.9019059324836
PIBI,8060,2021,660.5323142839987
PIBI,8061,1959,74.8235698427
PIBI,8061,1970,358.5109274117
PIBI,8061,1975,420.993705721
PIBI,8061,1980,516.1050996321
PIBI,8061,1985,958.2325252771
PIBI,8061,1996,87.1899373471
PIBI,8061,1999,2234.9953351203
PIBI,8061,2000,2280.5176553948
PIBI,8061,2001,2143.7432897927
