NC,NN,MN,V,D1C,D1N,D2N,D3N,D4N
6,Município,,NA,2805901,Riachuelo - SE,1974,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1974,Quantidade produzida,Total
6,Município,Mil Cruzeiros,3712,2805901,Riachuelo - SE,1974,Valor da produção,Total
6,Município,,NA,2805901,Riachuelo - SE,1975,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1975,Quantidade produzida,Total
6,Município,Mil Cruzeiros,5101,2805901,Riachuelo - SE,1975,Valor da produção,Total
6,Município,,NA,2805901,Riachuelo - SE,1976,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1976,Quantidade produzida,Total
6,Município,Mil Cruzeiros,5925,2805901,Riachuelo - SE,1976,Valor da produção,Total
6,Município,,NA,2805901,Riachuelo - SE,1977,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1977,Quantidade produzida,Total
6,Município,Mil Cruzeiros,3138,2805901,Riachuelo - SE,1977,Valor da produção,Total
6,Município,,NA,2805901,Riachuelo - SE,1978,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1978,Quantidade produzida,Total
6,Município,Mil Cruzeiros,7532,2805901,Riachuelo - SE,1978,Valor da produção,Total
6,Município,,NA,2805901,Riachuelo - SE,1979,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1979,Quantidade produzida,Total
6,Município,Mil Cruzeiros,18472,2805901,Riachuelo - SE,1979,Valor da produção,Total
6,Município,,NA,2805901,Riachuelo - SE,1980,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1980,Quantidade produzida,Total
6,Município,Mil Cruzeiros,47279,2805901,Riachuelo - SE,1980,Valor da produção,Total
6,Município,,NA,2805901,Riachuelo - SE,1981,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1981,Quantidade produzida,Total
6,Município,Mil Cruzeiros,99506,2805901,Riachuelo - SE,1981,Valor da produção,Total
6,Município,,NA,2805901,Riachuelo - SE,1982,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1982,Quantidade produzida,Total
6,Município,Mil Cruzeiros,117236,2805901,Riachuelo - SE,1982,Valor da produção,Total
6,Município,,NA,2805901,Riachuelo - SE,1983,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1983,Quantidade produzida,Total
6,Município,Mil Cruzeiros,318830,2805901,Riachuelo - SE,1983,Valor da produção,Total
6,Município,,NA,2805901,Riachuelo - SE,1984,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1984,Quantidade produzida,Total
6,Município,Mil Cruzeiros,865892,2805901,Riachuelo - SE,1984,Valor da produção,Total
6,Município,,NA,2805901,Riachuelo - SE,1985,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1985,Quantidade produzida,Total
6,Município,Mil Cruzeiros,6151,2805901,Riachuelo - SE,1985,Valor da produção,Total
6,Município,,NA,2805901,Riachuelo - SE,1986,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1986,Quantidade produzida,Total
6,Município,Mil Cruzados,8091,2805901,Riachuelo - SE,1986,Valor da produção,Total
6,Município,,NA,2805901,Riachuelo - SE,1987,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1987,Quantidade produzida,Total
6,Município,Mil Cruzados,36163,2805901,Riachuelo - SE,1987,Valor da produção,Total
6,Município,Hectares,737,2805901,Riachuelo - SE,1988,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1988,Quantidade produzida,Total
6,Município,Mil Cruzados,99541,2805901,Riachuelo - SE,1988,Valor da produção,Total
6,Município,Hectares,778,2805901,Riachuelo - SE,1989,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1989,Quantidade produzida,Total
6,Município,Mil Cruzados Novos,1798,2805901,Riachuelo - SE,1989,Valor da produção,Total
6,Município,Hectares,778,2805901,Riachuelo - SE,1990,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1990,Quantidade produzida,Total
6,Município,Mil Cruzeiros,64636,2805901,Riachuelo - SE,1990,Valor da produção,Total
6,Município,Hectares,902,2805901,Riachuelo - SE,1991,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1991,Quantidade produzida,Total
6,Município,Mil Cruzeiros,328865,2805901,Riachuelo - SE,1991,Valor da produção,Total
6,Município,Hectares,1187,2805901,Riachuelo - SE,1992,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1992,Quantidade produzida,Total
6,Município,Mil Cruzeiros,5964670,2805901,Riachuelo - SE,1992,Valor da produção,Total
6,Município,Hectares,850,2805901,Riachuelo - SE,1993,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1993,Quantidade produzida,Total
6,Município,Mil Cruzeiros Reais,281989,2805901,Riachuelo - SE,1993,Valor da produção,Total
6,Município,Hectares,890,2805901,Riachuelo - SE,1994,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1994,Quantidade produzida,Total
6,Município,Mil Reais,904,2805901,Riachuelo - SE,1994,Valor da produção,Total
6,Município,Hectares,872,2805901,Riachuelo - SE,1995,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1995,Quantidade produzida,Total
6,Município,Mil Reais,979,2805901,Riachuelo - SE,1995,Valor da produção,Total
6,Município,Hectares,916,2805901,Riachuelo - SE,1996,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1996,Quantidade produzida,Total
6,Município,Mil Reais,1225,2805901,Riachuelo - SE,1996,Valor da produção,Total
6,Município,Hectares,1042,2805901,Riachuelo - SE,1997,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1997,Quantidade produzida,Total
6,Município,Mil Reais,1261,2805901,Riachuelo - SE,1997,Valor da produção,Total
6,Município,Hectares,1060,2805901,Riachuelo - SE,1998,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1998,Quantidade produzida,Total
6,Município,Mil Reais,1192,2805901,Riachuelo - SE,1998,Valor da produção,Total
6,Município,Hectares,1039,2805901,Riachuelo - SE,1999,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,1999,Quantidade produzida,Total
6,Município,Mil Reais,1193,2805901,Riachuelo - SE,1999,Valor da produção,Total
6,Município,Hectares,1042,2805901,Riachuelo - SE,2000,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2000,Quantidade produzida,Total
6,Município,Mil Reais,1331,2805901,Riachuelo - SE,2000,Valor da produção,Total
6,Município,Hectares,1085,2805901,Riachuelo - SE,2001,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2001,Quantidade produzida,Total
6,Município,Mil Reais,1204,2805901,Riachuelo - SE,2001,Valor da produção,Total
6,Município,Hectares,841,2805901,Riachuelo - SE,2002,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2002,Quantidade produzida,Total
6,Município,Mil Reais,1195,2805901,Riachuelo - SE,2002,Valor da produção,Total
6,Município,Hectares,1780,2805901,Riachuelo - SE,2003,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2003,Quantidade produzida,Total
6,Município,Mil Reais,3116,2805901,Riachuelo - SE,2003,Valor da produção,Total
6,Município,Hectares,2475,2805901,Riachuelo - SE,2004,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2004,Quantidade produzida,Total
6,Município,Mil Reais,6846,2805901,Riachuelo - SE,2004,Valor da produção,Total
6,Município,Hectares,2430,2805901,Riachuelo - SE,2005,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2005,Quantidade produzida,Total
6,Município,Mil Reais,5770,2805901,Riachuelo - SE,2005,Valor da produção,Total
6,Município,Hectares,2687,2805901,Riachuelo - SE,2006,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2006,Quantidade produzida,Total
6,Município,Mil Reais,7709,2805901,Riachuelo - SE,2006,Valor da produção,Total
6,Município,Hectares,2435,2805901,Riachuelo - SE,2007,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2007,Quantidade produzida,Total
6,Município,Mil Reais,5692,2805901,Riachuelo - SE,2007,Valor da produção,Total
6,Município,Hectares,2457,2805901,Riachuelo - SE,2008,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2008,Quantidade produzida,Total
6,Município,Mil Reais,6366,2805901,Riachuelo - SE,2008,Valor da produção,Total
6,Município,Hectares,2093,2805901,Riachuelo - SE,2009,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2009,Quantidade produzida,Total
6,Município,Mil Reais,7297,2805901,Riachuelo - SE,2009,Valor da produção,Total
6,Município,Hectares,2250,2805901,Riachuelo - SE,2010,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2010,Quantidade produzida,Total
6,Município,Mil Reais,7832,2805901,Riachuelo - SE,2010,Valor da produção,Total
6,Município,Hectares,2500,2805901,Riachuelo - SE,2011,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2011,Quantidade produzida,Total
6,Município,Mil Reais,8933,2805901,Riachuelo - SE,2011,Valor da produção,Total
6,Município,Hectares,2505,2805901,Riachuelo - SE,2012,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2012,Quantidade produzida,Total
6,Município,Mil Reais,10693,2805901,Riachuelo - SE,2012,Valor da produção,Total
6,Município,Hectares,2452,2805901,Riachuelo - SE,2013,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2013,Quantidade produzida,Total
6,Município,Mil Reais,10476,2805901,Riachuelo - SE,2013,Valor da produção,Total
6,Município,Hectares,2681,2805901,Riachuelo - SE,2014,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2014,Quantidade produzida,Total
6,Município,Mil Reais,8709,2805901,Riachuelo - SE,2014,Valor da produção,Total
6,Município,Hectares,3066,2805901,Riachuelo - SE,2015,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2015,Quantidade produzida,Total
6,Município,Mil Reais,9896,2805901,Riachuelo - SE,2015,Valor da produção,Total
6,Município,Hectares,3233,2805901,Riachuelo - SE,2016,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2016,Quantidade produzida,Total
6,Município,Mil Reais,10698,2805901,Riachuelo - SE,2016,Valor da produção,Total
6,Município,Hectares,702,2805901,Riachuelo - SE,2017,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2017,Quantidade produzida,Total
6,Município,Mil Reais,4373,2805901,Riachuelo - SE,2017,Valor da produção,Total
6,Município,Hectares,1314,2805901,Riachuelo - SE,2018,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2018,Quantidade produzida,Total
6,Município,Mil Reais,5502,2805901,Riachuelo - SE,2018,Valor da produção,Total
6,Município,Hectares,1785,2805901,Riachuelo - SE,2019,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2019,Quantidade produzida,Total
6,Município,Mil Reais,8599,2805901,Riachuelo - SE,2019,Valor da produção,Total
6,Município,Hectares,1846,2805901,Riachuelo - SE,2020,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2020,Quantidade produzida,Total
6,Município,Mil Reais,10586,2805901,Riachuelo - SE,2020,Valor da produção,Total
6,Município,Hectares,1959,2805901,Riachuelo - SE,2021,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2021,Quantidade produzida,Total
6,Município,Mil Reais,11098,2805901,Riachuelo - SE,2021,Valor da produção,Total
6,Município,Hectares,2275,2805901,Riachuelo - SE,2022,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2022,Quantidade produzida,Total
6,Município,Mil Reais,13674,2805901,Riachuelo - SE,2022,Valor da produção,Total
6,Município,Hectares,2926,2805901,Riachuelo - SE,2023,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2023,Quantidade produzida,Total
6,Município,Mil Reais,20675,2805901,Riachuelo - SE,2023,Valor da produção,Total
6,Município,Hectares,2964,2805901,Riachuelo - SE,2024,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805901,Riachuelo - SE,2024,Quantidade produzida,Total
6,Município,Mil Reais,23279,2805901,Riachuelo - SE,2024,Valor da produção,Total
6,Município,,NA,2806008,Ribeirópolis - SE,1974,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2806008,Ribeirópolis - SE,1974,Quantidade produzida,Total
6,Município,Mil Cruzeiros,3866,2806008,Ribeirópolis - SE,1974,Valor da produção,Total
6,Município,,NA,2806008,Ribeirópolis - SE,1975,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2806008,Ribeirópolis - SE,1975,Quantidade produzida,Total
6,Município,Mil Cruzeiros,2951,2806008,Ribeirópolis - SE,1975,Valor da produção,Total
6,Município,,NA,2806008,Ribeirópolis - SE,1976,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2806008,Ribeirópolis - SE,1976,Quantidade produzida,Total
6,Município,Mil Cruzeiros,3173,2806008,Ribeirópolis - SE,1976,Valor da produção,Total
6,Município,,NA,2806008,Ribeirópolis - SE,1977,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2806008,Ribeirópolis - SE,1977,Quantidade produzida,Total
6,Município,Mil Cruzeiros,5460,2806008,Ribeirópolis - SE,1977,Valor da produção,Total
6,Município,,NA,2806008,Ribeirópolis - SE,1978,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2806008,Ribeirópolis - SE,1978,Quantidade produzida,Total
6,Município,Mil Cruzeiros,4617,2806008,Ribeirópolis - SE,1978,Valor da produção,Total
6,Município,,NA,2806008,Ribeirópolis - SE,1979,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2806008,Ribeirópolis - SE,1979,Quantidade produzida,Total
6,Município,Mil Cruzeiros,8599,2806008,Ribeirópolis - SE,1979,Valor da produção,Total
6,Município,,NA,2806008,Ribeirópolis - SE,1980,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2806008,Ribeirópolis - SE,1980,Quantidade produzida,Total
6,Município,Mil Cruzeiros,10696,2806008,Ribeirópolis - SE,1980,Valor da produção,Total
6,Município,,NA,2806008,Ribeirópolis - SE,1981,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2806008,Ribeirópolis - SE,1981,Quantidade produzida,Total
6,Município,Mil Cruzeiros,74863,2806008,Ribeirópolis - SE,1981,Valor da produção,Total
6,Município,,NA,2806008,Ribeirópolis - SE,1982,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2806008,Ribeirópolis - SE,1982,Quantidade produzida,Total
6,Município,Mil Cruzeiros,184318,2806008,Ribeirópolis - SE,1982,Valor da produção,Total
6,Município,,NA,2806008,Ribeirópolis - SE,1983,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2806008,Ribeirópolis - SE,1983,Quantidade produzida,Total
6,Município,Mil Cruzeiros,38050,2806008,Ribeirópolis - SE,1983,Valor da produção,Total
6,Município,,NA,2806008,Ribeirópolis - SE,1984,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2806008,Ribeirópolis - SE,1984,Quantidade produzida,Total
6,Município,Mil Cruzeiros,4578350,2806008,Ribeirópolis - SE,1984,Valor da produção,Total
6,Município,,NA,2806008,Ribeirópolis - SE,1985,Área plantada ou destinada à colheita,Total
