NC,NN,MN,V,D1C,D1N,D2N,D3N,D4N
6,Município,Mil Reais,11019,2805604,Porto da Folha - SE,2023,Valor da produção,Total
6,Município,Hectares,3330,2805604,Porto da Folha - SE,2024,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805604,Porto da Folha - SE,2024,Quantidade produzida,Total
6,Município,Mil Reais,13824,2805604,Porto da Folha - SE,2024,Valor da produção,Total
6,Município,,NA,2805703,Propriá - SE,1974,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1974,Quantidade produzida,Total
6,Município,Mil Cruzeiros,4764,2805703,Propriá - SE,1974,Valor da produção,Total
6,Município,,NA,2805703,Propriá - SE,1975,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1975,Quantidade produzida,Total
6,Município,Mil Cruzeiros,9922,2805703,Propriá - SE,1975,Valor da produção,Total
6,Município,,NA,2805703,Propriá - SE,1976,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1976,Quantidade produzida,Total
6,Município,Mil Cruzeiros,12907,2805703,Propriá - SE,1976,Valor da produção,Total
6,Município,,NA,2805703,Propriá - SE,1977,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1977,Quantidade produzida,Total
6,Município,Mil Cruzeiros,20988,2805703,Propriá - SE,1977,Valor da produção,Total
6,Município,,NA,2805703,Propriá - SE,1978,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1978,Quantidade produzida,Total
6,Município,Mil Cruzeiros,42975,2805703,Propriá - SE,1978,Valor da produção,Total
6,Município,,NA,2805703,Propriá - SE,1979,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1979,Quantidade produzida,Total
6,Município,Mil Cruzeiros,47164,2805703,Propriá - SE,1979,Valor da produção,Total
6,Município,,NA,2805703,Propriá - SE,1980,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1980,Quantidade produzida,Total
6,Município,Mil Cruzeiros,68591,2805703,Propriá - SE,1980,Valor da produção,Total
6,Município,,NA,2805703,Propriá - SE,1981,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1981,Quantidade produzida,Total
6,Município,Mil Cruzeiros,178070,2805703,Propriá - SE,1981,Valor da produção,Total
6,Município,,NA,2805703,Propriá - SE,1982,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1982,Quantidade produzida,Total
6,Município,Mil Cruzeiros,435805,2805703,Propriá - SE,1982,Valor da produção,Total
6,Município,,NA,2805703,Propriá - SE,1983,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1983,Quantidade produzida,Total
6,Município,Mil Cruzeiros,965365,2805703,Propriá - SE,1983,Valor da produção,Total
6,Município,,NA,2805703,Propriá - SE,1984,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1984,Quantidade produzida,Total
6,Município,Mil Cruzeiros,5079126,2805703,Propriá - SE,1984,Valor da produção,Total
6,Município,,NA,2805703,Propriá - SE,1985,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1985,Quantidade produzida,Total
6,Município,Mil Cruzeiros,14168,2805703,Propriá - SE,1985,Valor da produção,Total
6,Município,,NA,2805703,Propriá - SE,1986,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1986,Quantidade produzida,Total
6,Município,Mil Cruzados,26164,2805703,Propriá - SE,1986,Valor da produção,Total
6,Município,,NA,2805703,Propriá - SE,1987,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1987,Quantidade produzida,Total
6,Município,Mil Cruzados,58029,2805703,Propriá - SE,1987,Valor da produção,Total
6,Município,Hectares,4522,2805703,Propriá - SE,1988,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1988,Quantidade produzida,Total
6,Município,Mil Cruzados,575796,2805703,Propriá - SE,1988,Valor da produção,Total
6,Município,Hectares,2616,2805703,Propriá - SE,1989,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1989,Quantidade produzida,Total
6,Município,Mil Cruzados Novos,3769,2805703,Propriá - SE,1989,Valor da produção,Total
6,Município,Hectares,2092,2805703,Propriá - SE,1990,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1990,Quantidade produzida,Total
6,Município,Mil Cruzeiros,104080,2805703,Propriá - SE,1990,Valor da produção,Total
6,Município,Hectares,2268,2805703,Propriá - SE,1991,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1991,Quantidade produzida,Total
6,Município,Mil Cruzeiros,629161,2805703,Propriá - SE,1991,Valor da produção,Total
6,Município,Hectares,2118,2805703,Propriá - SE,1992,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1992,Quantidade produzida,Total
6,Município,Mil Cruzeiros,6153297,2805703,Propriá - SE,1992,Valor da produção,Total
6,Município,Hectares,3073,2805703,Propriá - SE,1993,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1993,Quantidade produzida,Total
6,Município,Mil Cruzeiros Reais,198199,2805703,Propriá - SE,1993,Valor da produção,Total
6,Município,Hectares,2646,2805703,Propriá - SE,1994,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1994,Quantidade produzida,Total
6,Município,Mil Reais,2187,2805703,Propriá - SE,1994,Valor da produção,Total
6,Município,Hectares,1607,2805703,Propriá - SE,1995,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1995,Quantidade produzida,Total
6,Município,Mil Reais,1572,2805703,Propriá - SE,1995,Valor da produção,Total
6,Município,Hectares,1865,2805703,Propriá - SE,1996,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1996,Quantidade produzida,Total
6,Município,Mil Reais,1695,2805703,Propriá - SE,1996,Valor da produção,Total
6,Município,Hectares,2394,2805703,Propriá - SE,1997,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1997,Quantidade produzida,Total
6,Município,Mil Reais,2619,2805703,Propriá - SE,1997,Valor da produção,Total
6,Município,Hectares,2821,2805703,Propriá - SE,1998,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1998,Quantidade produzida,Total
6,Município,Mil Reais,3480,2805703,Propriá - SE,1998,Valor da produção,Total
6,Município,Hectares,2890,2805703,Propriá - SE,1999,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,1999,Quantidade produzida,Total
6,Município,Mil Reais,3269,2805703,Propriá - SE,1999,Valor da produção,Total
6,Município,Hectares,2788,2805703,Propriá - SE,2000,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2000,Quantidade produzida,Total
6,Município,Mil Reais,2763,2805703,Propriá - SE,2000,Valor da produção,Total
6,Município,Hectares,2506,2805703,Propriá - SE,2001,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2001,Quantidade produzida,Total
6,Município,Mil Reais,5091,2805703,Propriá - SE,2001,Valor da produção,Total
6,Município,Hectares,2158,2805703,Propriá - SE,2002,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2002,Quantidade produzida,Total
6,Município,Mil Reais,5662,2805703,Propriá - SE,2002,Valor da produção,Total
6,Município,Hectares,2186,2805703,Propriá - SE,2003,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2003,Quantidade produzida,Total
6,Município,Mil Reais,7293,2805703,Propriá - SE,2003,Valor da produção,Total
6,Município,Hectares,2610,2805703,Propriá - SE,2004,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2004,Quantidade produzida,Total
6,Município,Mil Reais,8400,2805703,Propriá - SE,2004,Valor da produção,Total
6,Município,Hectares,2787,2805703,Propriá - SE,2005,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2005,Quantidade produzida,Total
6,Município,Mil Reais,6755,2805703,Propriá - SE,2005,Valor da produção,Total
6,Município,Hectares,4333,2805703,Propriá - SE,2006,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2006,Quantidade produzida,Total
6,Município,Mil Reais,9639,2805703,Propriá - SE,2006,Valor da produção,Total
6,Município,Hectares,3833,2805703,Propriá - SE,2007,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2007,Quantidade produzida,Total
6,Município,Mil Reais,11251,2805703,Propriá - SE,2007,Valor da produção,Total
6,Município,Hectares,3864,2805703,Propriá - SE,2008,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2008,Quantidade produzida,Total
6,Município,Mil Reais,17324,2805703,Propriá - SE,2008,Valor da produção,Total
6,Município,Hectares,3864,2805703,Propriá - SE,2009,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2009,Quantidade produzida,Total
6,Município,Mil Reais,10295,2805703,Propriá - SE,2009,Valor da produção,Total
6,Município,Hectares,3684,2805703,Propriá - SE,2010,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2010,Quantidade produzida,Total
6,Município,Mil Reais,12768,2805703,Propriá - SE,2010,Valor da produção,Total
6,Município,Hectares,1853,2805703,Propriá - SE,2011,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2011,Quantidade produzida,Total
6,Município,Mil Reais,9656,2805703,Propriá - SE,2011,Valor da produção,Total
6,Município,Hectares,1823,2805703,Propriá - SE,2012,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2012,Quantidade produzida,Total
6,Município,Mil Reais,14422,2805703,Propriá - SE,2012,Valor da produção,Total
6,Município,Hectares,2257,2805703,Propriá - SE,2013,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2013,Quantidade produzida,Total
6,Município,Mil Reais,15978,2805703,Propriá - SE,2013,Valor da produção,Total
6,Município,Hectares,2159,2805703,Propriá - SE,2014,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2014,Quantidade produzida,Total
6,Município,Mil Reais,13676,2805703,Propriá - SE,2014,Valor da produção,Total
6,Município,Hectares,957,2805703,Propriá - SE,2015,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2015,Quantidade produzida,Total
6,Município,Mil Reais,7959,2805703,Propriá - SE,2015,Valor da produção,Total
6,Município,Hectares,1457,2805703,Propriá - SE,2016,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2016,Quantidade produzida,Total
6,Município,Mil Reais,10293,2805703,Propriá - SE,2016,Valor da produção,Total
6,Município,Hectares,1833,2805703,Propriá - SE,2017,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2017,Quantidade produzida,Total
6,Município,Mil Reais,17475,2805703,Propriá - SE,2017,Valor da produção,Total
6,Município,Hectares,938,2805703,Propriá - SE,2018,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2018,Quantidade produzida,Total
6,Município,Mil Reais,7318,2805703,Propriá - SE,2018,Valor da produção,Total
6,Município,Hectares,1288,2805703,Propriá - SE,2019,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2019,Quantidade produzida,Total
6,Município,Mil Reais,10688,2805703,Propriá - SE,2019,Valor da produção,Total
6,Município,Hectares,1749,2805703,Propriá - SE,2020,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2020,Quantidade produzida,Total
6,Município,Mil Reais,14934,2805703,Propriá - SE,2020,Valor da produção,Total
6,Município,Hectares,1464,2805703,Propriá - SE,2021,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2021,Quantidade produzida,Total
6,Município,Mil Reais,15891,2805703,Propriá - SE,2021,Valor da produção,Total
6,Município,Hectares,1051,2805703,Propriá - SE,2022,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2022,Quantidade produzida,Total
6,Município,Mil Reais,11026,2805703,Propriá - SE,2022,Valor da produção,Total
6,Município,Hectares,1644,2805703,Propriá - SE,2023,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2023,Quantidade produzida,Total
6,Município,Mil Reais,23173,2805703,Propriá - SE,2023,Valor da produção,Total
6,Município,Hectares,1655,2805703,Propriá - SE,2024,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805703,Propriá - SE,2024,Quantidade produzida,Total
6,Município,Mil Reais,26848,2805703,Propriá - SE,2024,Valor da produção,Total
6,Município,,NA,2805802,Riachão do Dantas - SE,1974,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1974,Quantidade produzida,Total
6,Município,Mil Cruzeiros,10676,2805802,Riachão do Dantas - SE,1974,Valor da produção,Total
6,Município,,NA,2805802,Riachão do Dantas - SE,1975,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1975,Quantidade produzida,Total
6,Município,Mil Cruzeiros,11755,2805802,Riachão do Dantas - SE,1975,Valor da produção,Total
6,Município,,NA,2805802,Riachão do Dantas - SE,1976,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1976,Quantidade produzida,Total
6,Município,Mil Cruzeiros,23029,2805802,Riachão do Dantas - SE,1976,Valor da produção,Total
6,Município,,NA,2805802,Riachão do Dantas - SE,1977,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1977,Quantidade produzida,Total
6,Município,Mil Cruzeiros,49067,2805802,Riachão do Dantas - SE,1977,Valor da produção,Total
6,Município,,NA,2805802,Riachão do Dantas - SE,1978,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1978,Quantidade produzida,Total
6,Município,Mil Cruzeiros,86302,2805802,Riachão do Dantas - SE,1978,Valor da produção,Total
6,Município,,NA,2805802,Riachão do Dantas - SE,1979,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1979,Quantidade produzida,Total
6,Município,Mil Cruzeiros,143472,2805802,Riachão do Dantas - SE,1979,Valor da produção,Total
6,Município,,NA,2805802,Riachão do Dantas - SE,1980,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1980,Quantidade produzida,Total
6,Município,Mil Cruzeiros,190041,2805802,Riachão do Dantas - SE,1980,Valor da produção,Total
6,Município,,NA,2805802,Riachão do Dantas - SE,1981,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1981,Quantidade produzida,Total
6,Município,Mil Cruzeiros,474374,2805802,Riachão do Dantas - SE,1981,Valor da produção,Total
6,Município,,NA,2805802,Riachão do Dantas - SE,1982,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1982,Quantidade produzida,Total
6,Município,Mil Cruzeiros,842785,2805802,Riachão do Dantas - SE,1982,Valor da produção,Total
6,Município,,NA,2805802,Riachão do Dantas - SE,1983,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1983,Quantidade produzida,Total
6,Município,Mil Cruzeiros,1913104,2805802,Riachão do Dantas - SE,1983,Valor da produção,Total
6,Município,,NA,2805802,Riachão do Dantas - SE,1984,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1984,Quantidade produzida,Total
6,Município,Mil Cruzeiros,12967958,2805802,Riachão do Dantas - SE,1984,Valor da produção,Total
6,Município,,NA,2805802,Riachão do Dantas - SE,1985,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1985,Quantidade produzida,Total
6,Município,Mil Cruzeiros,37974,2805802,Riachão do Dantas - SE,1985,Valor da produção,Total
6,Município,,NA,2805802,Riachão do Dantas - SE,1986,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1986,Quantidade produzida,Total
6,Município,Mil Cruzados,71011,2805802,Riachão do Dantas - SE,1986,Valor da produção,Total
6,Município,,NA,2805802,Riachão do Dantas - SE,1987,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1987,Quantidade produzida,Total
6,Município,Mil Cruzados,193145,2805802,Riachão do Dantas - SE,1987,Valor da produção,Total
6,Município,Hectares,6188,2805802,Riachão do Dantas - SE,1988,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1988,Quantidade produzida,Total
6,Município,Mil Cruzados,2766808,2805802,Riachão do Dantas - SE,1988,Valor da produção,Total
6,Município,Hectares,6540,2805802,Riachão do Dantas - SE,1989,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1989,Quantidade produzida,Total
6,Município,Mil Cruzados Novos,24968,2805802,Riachão do Dantas - SE,1989,Valor da produção,Total
6,Município,Hectares,6332,2805802,Riachão do Dantas - SE,1990,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1990,Quantidade produzida,Total
6,Município,Mil Cruzeiros,580698,2805802,Riachão do Dantas - SE,1990,Valor da produção,Total
6,Município,Hectares,6832,2805802,Riachão do Dantas - SE,1991,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1991,Quantidade produzida,Total
6,Município,Mil Cruzeiros,3579828,2805802,Riachão do Dantas - SE,1991,Valor da produção,Total
6,Município,Hectares,7309,2805802,Riachão do Dantas - SE,1992,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1992,Quantidade produzida,Total
6,Município,Mil Cruzeiros,47456162,2805802,Riachão do Dantas - SE,1992,Valor da produção,Total
6,Município,Hectares,7718,2805802,Riachão do Dantas - SE,1993,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1993,Quantidade produzida,Total
6,Município,Mil Cruzeiros Reais,2688180,2805802,Riachão do Dantas - SE,1993,Valor da produção,Total
6,Município,Hectares,8255,2805802,Riachão do Dantas - SE,1994,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1994,Quantidade produzida,Total
6,Município,Mil Reais,9338,2805802,Riachão do Dantas - SE,1994,Valor da produção,Total
6,Município,Hectares,8368,2805802,Riachão do Dantas - SE,1995,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1995,Quantidade produzida,Total
6,Município,Mil Reais,12579,2805802,Riachão do Dantas - SE,1995,Valor da produção,Total
6,Município,Hectares,7027,2805802,Riachão do Dantas - SE,1996,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1996,Quantidade produzida,Total
6,Município,Mil Reais,11694,2805802,Riachão do Dantas - SE,1996,Valor da produção,Total
6,Município,Hectares,8496,2805802,Riachão do Dantas - SE,1997,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1997,Quantidade produzida,Total
6,Município,Mil Reais,11388,2805802,Riachão do Dantas - SE,1997,Valor da produção,Total
6,Município,Hectares,8452,2805802,Riachão do Dantas - SE,1998,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1998,Quantidade produzida,Total
6,Município,Mil Reais,16363,2805802,Riachão do Dantas - SE,1998,Valor da produção,Total
6,Município,Hectares,7449,2805802,Riachão do Dantas - SE,1999,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,1999,Quantidade produzida,Total
6,Município,Mil Reais,11226,2805802,Riachão do Dantas - SE,1999,Valor da produção,Total
6,Município,Hectares,7286,2805802,Riachão do Dantas - SE,2000,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2000,Quantidade produzida,Total
6,Município,Mil Reais,9270,2805802,Riachão do Dantas - SE,2000,Valor da produção,Total
6,Município,Hectares,6812,2805802,Riachão do Dantas - SE,2001,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2001,Quantidade produzida,Total
6,Município,Mil Reais,8536,2805802,Riachão do Dantas - SE,2001,Valor da produção,Total
6,Município,Hectares,6503,2805802,Riachão do Dantas - SE,2002,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2002,Quantidade produzida,Total
6,Município,Mil Reais,14005,2805802,Riachão do Dantas - SE,2002,Valor da produção,Total
6,Município,Hectares,6322,2805802,Riachão do Dantas - SE,2003,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2003,Quantidade produzida,Total
6,Município,Mil Reais,18595,2805802,Riachão do Dantas - SE,2003,Valor da produção,Total
6,Município,Hectares,6610,2805802,Riachão do Dantas - SE,2004,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2004,Quantidade produzida,Total
6,Município,Mil Reais,10903,2805802,Riachão do Dantas - SE,2004,Valor da produção,Total
6,Município,Hectares,6629,2805802,Riachão do Dantas - SE,2005,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2005,Quantidade produzida,Total
6,Município,Mil Reais,15764,2805802,Riachão do Dantas - SE,2005,Valor da produção,Total
6,Município,Hectares,7924,2805802,Riachão do Dantas - SE,2006,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2006,Quantidade produzida,Total
6,Município,Mil Reais,21300,2805802,Riachão do Dantas - SE,2006,Valor da produção,Total
6,Município,Hectares,6536,2805802,Riachão do Dantas - SE,2007,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2007,Quantidade produzida,Total
6,Município,Mil Reais,15756,2805802,Riachão do Dantas - SE,2007,Valor da produção,Total
6,Município,Hectares,6009,2805802,Riachão do Dantas - SE,2008,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2008,Quantidade produzida,Total
6,Município,Mil Reais,17727,2805802,Riachão do Dantas - SE,2008,Valor da produção,Total
6,Município,Hectares,6065,2805802,Riachão do Dantas - SE,2009,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2009,Quantidade produzida,Total
6,Município,Mil Reais,31673,2805802,Riachão do Dantas - SE,2009,Valor da produção,Total
6,Município,Hectares,6139,2805802,Riachão do Dantas - SE,2010,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2010,Quantidade produzida,Total
6,Município,Mil Reais,23920,2805802,Riachão do Dantas - SE,2010,Valor da produção,Total
6,Município,Hectares,6134,2805802,Riachão do Dantas - SE,2011,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2011,Quantidade produzida,Total
6,Município,Mil Reais,18254,2805802,Riachão do Dantas - SE,2011,Valor da produção,Total
6,Município,Hectares,5851,2805802,Riachão do Dantas - SE,2012,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2012,Quantidade produzida,Total
6,Município,Mil Reais,19565,2805802,Riachão do Dantas - SE,2012,Valor da produção,Total
6,Município,Hectares,7119,2805802,Riachão do Dantas - SE,2013,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2013,Quantidade produzida,Total
6,Município,Mil Reais,28092,2805802,Riachão do Dantas - SE,2013,Valor da produção,Total
6,Município,Hectares,6104,2805802,Riachão do Dantas - SE,2014,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2014,Quantidade produzida,Total
6,Município,Mil Reais,19409,2805802,Riachão do Dantas - SE,2014,Valor da produção,Total
6,Município,Hectares,5973,2805802,Riachão do Dantas - SE,2015,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2015,Quantidade produzida,Total
6,Município,Mil Reais,25614,2805802,Riachão do Dantas - SE,2015,Valor da produção,Total
6,Município,Hectares,5491,2805802,Riachão do Dantas - SE,2016,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2016,Quantidade produzida,Total
6,Município,Mil Reais,30351,2805802,Riachão do Dantas - SE,2016,Valor da produção,Total
6,Município,Hectares,6676,2805802,Riachão do Dantas - SE,2017,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2017,Quantidade produzida,Total
6,Município,Mil Reais,38665,2805802,Riachão do Dantas - SE,2017,Valor da produção,Total
6,Município,Hectares,6696,2805802,Riachão do Dantas - SE,2018,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2018,Quantidade produzida,Total
6,Município,Mil Reais,47828,2805802,Riachão do Dantas - SE,2018,Valor da produção,Total
6,Município,Hectares,5435,2805802,Riachão do Dantas - SE,2019,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2019,Quantidade produzida,Total
6,Município,Mil Reais,48200,2805802,Riachão do Dantas - SE,2019,Valor da produção,Total
6,Município,Hectares,6080,2805802,Riachão do Dantas - SE,2020,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2020,Quantidade produzida,Total
6,Município,Mil Reais,55693,2805802,Riachão do Dantas - SE,2020,Valor da produção,Total
6,Município,Hectares,5495,2805802,Riachão do Dantas - SE,2021,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2021,Quantidade produzida,Total
6,Município,Mil Reais,58984,2805802,Riachão do Dantas - SE,2021,Valor da produção,Total
6,Município,Hectares,5225,2805802,Riachão do Dantas - SE,2022,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2022,Quantidade produzida,Total
6,Município,Mil Reais,72643,2805802,Riachão do Dantas - SE,2022,Valor da produção,Total
6,Município,Hectares,5017,2805802,Riachão do Dantas - SE,2023,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2023,Quantidade produzida,Total
6,Município,Mil Reais,69341,2805802,Riachão do Dantas - SE,2023,Valor da produção,Total
6,Município,Hectares,5017,2805802,Riachão do Dantas - SE,2024,Área plantada ou destinada à colheita,Total
6,Município,Toneladas,NA,2805802,Riachão do Dantas - SE,2024,Quantidade produzida,Total
6,Município,Mil Reais,84703,2805802,Riachão do Dantas - SE,2024,Valor da produção,Total
