serie,code_muni,ano,value
PIB,2102200,1975,28684.815802673
PIB,2102200,1980,36082.4029597834
PIB,2102200,1985,38703.807668425
PIB,2102200,1996,39169.4342716358
PIB,2102200,1999,64748.9731988815
PIB,2102200,2000,67890.8709551822
PIB,2102200,2001,71263.5000646714
PIB,2102200,2002,78429.5496099316
PIB,2102200,2003,75093.2397363637
PIB,2102200,2004,98181.4729507872
PIB,2102200,2005,90120.2435689698
PIB,2102200,2006,96043.8697976145
PIB,2102200,2007,100160.303544475
PIB,2102200,2008,154034.506926478
PIB,2102200,2009,108506.741904763
PIB,2102200,2010,96591.336
PIB,2102309,1939,6761.4647475127
PIB,2102309,1949,7872.3771785336
PIB,2102309,1959,11288.6146654048
PIB,2102309,1970,17337.5989695511
PIB,2102309,1975,29827.5035291326
PIB,2102309,1980,32273.073387769
PIB,2102309,1985,70205.4887096679
PIB,2102309,1996,34722.8842776312
PIB,2102309,1999,52830.9807758941
PIB,2102309,2000,54928.2192288671
PIB,2102309,2001,58355.1383403559
PIB,2102309,2002,55333.4832923438
PIB,2102309,2003,58873.3874053016
PIB,2102309,2004,63894.07416549
PIB,2102309,2005,64384.4738020195
PIB,2102309,2006,67468.3137893272
PIB,2102309,2007,63425.6477058329
PIB,2102309,2008,76033.8099982663
PIB,2102309,2009,74701.1831240096
PIB,2102309,2010,79207.648
PIB,2102325,1999,90085.651171582
PIB,2102325,2000,127942.032143344
PIB,2102325,2001,140291.202562229
PIB,2102325,2002,144081.589532528
PIB,2102325,2003,160250.641096031
PIB,2102325,2004,160439.699137866
PIB,2102325,2005,186411.524270763
PIB,2102325,2006,198331.90121557
PIB,2102325,2007,270175.557546833
PIB,2102325,2008,373815.386792151
PIB,2102325,2009,270018.45651774
PIB,2102325,2010,283402.537
PIB,2102358,1999,24562.0693884592
PIB,2102358,2000,30227.7071148615
PIB,2102358,2001,39968.0577935541
PIB,2102358,2002,38810.1593482729
PIB,2102358,2003,42170.4438203726
PIB,2102358,2004,45098.4763278369
PIB,2102358,2005,43234.5641027448
PIB,2102358,2006,42641.40872502
PIB,2102358,2007,44359.7670038488
PIB,2102358,2008,46552.6503254775
PIB,2102358,2009,52884.3213857805
PIB,2102358,2010,52033.109
PIB,2102374,1999,13175.3906674575
PIB,2102374,2000,13601.5961483583
PIB,2102374,2001,13025.3006098219
PIB,2102374,2002,14455.4658529163
PIB,2102374,2003,18426.1635978956
PIB,2102374,2004,18143.1807153544
PIB,2102374,2005,19048.4451240802
PIB,2102374,2006,19515.2424405193
PIB,2102374,2007,20651.4280135891
PIB,2102374,2008,25066.1492184315
