ano_tratamento,subamostra,outcome_var,variavel_endogena,variavel_instrumento,coeficiente,erro_padrao,t_estatistica,p_valor,F_stat_1estagio,n_observacoes,significancia,coeficiente_sig
1875,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1875,densidade_buffer_sintetica_1875,2.00546277036855,53.27639901068024,0.0376426111300525,0.9699942793494192,14.020822503408061,366,,+2.0055
1876,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1876,densidade_buffer_sintetica_1876,2.5237297414941517,53.23761009282456,0.047405015685223324,0.9622177815835322,13.948372262505266,365,,+2.5237
1880,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1880,densidade_buffer_sintetica_1880,2.975767531882923,57.53745236334146,0.05171879201552654,0.9587825225927191,8.17795493837281,366,,+2.9758
1881,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1881,densidade_buffer_sintetica_1881,17.36877536399195,43.38956591586674,0.4002984357499765,0.6891866441480933,12.304504394445813,361,,+17.3688
1882,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1882,densidade_buffer_sintetica_1882,3.549562115414046,30.19471358894249,0.11755574713296568,0.9064886779728265,15.295100182553591,361,,+3.5496
1883,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1883,densidade_buffer_sintetica_1883,-5.028193564940965,12.388979784093188,-0.405860179980026,0.6851013886253651,31.348504389339038,358,,-5.0282
1884,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1884,densidade_buffer_sintetica_1884,-35.08442079346095,12.629475105536272,-2.777979330121273,0.005775231224078083,77.28041353379673,357,***,-35.0844***
1885,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1885,densidade_buffer_sintetica_1885,-37.9045916782067,14.564442656904653,-2.602543232935662,0.009660979015333207,59.29140669225051,357,***,-37.9046***
1886,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1886,densidade_buffer_sintetica_1886,-37.75896087061065,14.530418098174442,-2.598614892943416,0.009769986759527293,57.73236120003577,357,***,-37.7590***
1887,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1887,densidade_buffer_sintetica_1887,-37.047633273288874,13.873357725130486,-2.6704157715316477,0.00794192886808349,58.97410758800191,357,***,-37.0476***
1888,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1888,densidade_buffer_sintetica_1888,-37.04754827611711,13.873327657320003,-2.670415432491401,0.007941936719398907,58.974225489057375,357,***,-37.0475***
1891,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1891,densidade_buffer_sintetica_1891,-37.04754827611711,13.873327657320003,-2.670415432491401,0.007941936719398907,58.974225489057375,357,***,-37.0475***
1892,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1892,densidade_buffer_sintetica_1892,-37.56720910881451,14.111752641883278,-2.6621221376369726,0.00813609054295205,53.98189955797356,357,***,-37.5672***
1894,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1894,densidade_buffer_sintetica_1894,-30.064796708515274,15.61703821024062,-1.9251279470393285,0.05505224503834115,51.96679490880394,357,*,-30.0648*
1895,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1895,densidade_buffer_sintetica_1895,-30.064796708515274,15.61703821024062,-1.9251279470393285,0.05505224503834115,51.96679490880394,357,*,-30.0648*
1896,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1896,densidade_buffer_sintetica_1896,-30.064943885465514,15.61711874093938,-1.9251274440689234,0.05505230819226735,51.96652505034414,357,*,-30.0649*
1900,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1900,densidade_buffer_sintetica_1900,-30.064943885465514,15.61711874093938,-1.9251274440689234,0.05505230819226735,51.96652505034414,357,*,-30.0649*
1901,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1901,densidade_buffer_sintetica_1901,-29.369494708651725,16.09491307062052,-1.8247687688517238,0.06891849773287363,42.60958060451598,357,*,-29.3695*
1902,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1902,densidade_buffer_sintetica_1902,-28.986130339079704,15.856887702437186,-1.8279835793139008,0.06843597547292954,46.372623871314815,356,*,-28.9861*
1904,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1904,densidade_buffer_sintetica_1904,-32.15146384487989,18.320067629798555,-1.7549860892753388,0.08017036100157054,36.83652130523733,356,*,-32.1515*
1905,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1905,densidade_buffer_sintetica_1905,-32.59286817778216,17.24872979855184,-1.889580772522657,0.05967990670295934,38.477410561798926,353,*,-32.5929*
1906,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1906,densidade_buffer_sintetica_1906,-33.47893702967522,17.985406786322578,-1.8614500871414852,0.06355892800667062,36.591538221775416,353,*,-33.4789*
1907,Nao_Semiarido_Dummy0,fabeofi,densidade_buffer_real_1907,densidade_buffer_sintetica_1907,-34.560033571758254,16.94407414448702,-2.039653112767027,0.04217617334481791,39.99075562909785,351,**,-34.5600**
